"country","year","unemployment_rate"
"ALB",1980,5
"ALB",1981,4.2
"ALB",1982,2.8
"ALB",1983,3.3
"ALB",1984,4.4
"ALB",1985,5.9
"ALB",1986,5.4
"ALB",1987,5.2
"ALB",1988,6
"ALB",1989,6.7
"ALB",1990,8.5
"ALB",1991,8.9
"ALB",1992,26.5
"ALB",1993,22.3
"ALB",1994,18.4
"ALB",1995,12.9
"ALB",1996,12.3
"ALB",1997,14.9
"ALB",1998,17.7
"ALB",1999,18.4
"ALB",2000,16.8
"ALB",2001,16.4
"ALB",2002,15.8
"ALB",2003,15
"ALB",2004,14.4
"ALB",2005,14.1
"ALB",2006,13.8
"ALB",2007,13.4
"ALB",2008,13.1
"ALB",2009,13.8
"ALB",2010,14
"ALB",2011,14
"ALB",2012,13.4
"ALB",2013,15.9
"ALB",2014,17.5
"ALB",2015,17.1
"ALB",2016,15.2
"ALB",2017,13.7
"ALB",2018,12.3
"ALB",2019,11.5
"ALB",2020,11.7
"ALB",2021,11.5
"ALB",2022,10.9
"ALB",2023,10.7
"ALB",2024,10.7
"ALB",2025,10.7
"ALB",2026,10.7
"ALB",2027,10.7
"ALB",2028,10.7
"ALB",2029,10.7
"DZA",1980,15.8
"DZA",1981,15.4
"DZA",1982,15
"DZA",1983,14.3
"DZA",1984,16.5
"DZA",1985,16.9
"DZA",1986,18.4
"DZA",1987,20.1
"DZA",1988,21.8
"DZA",1989,18.1
"DZA",1990,19.8
"DZA",1991,20.3
"DZA",1992,21.4
"DZA",1993,23.2
"DZA",1994,24.4
"DZA",1995,28.1
"DZA",1996,28
"DZA",1997,28
"DZA",1998,28
"DZA",1999,29.3
"DZA",2000,29.5
"DZA",2001,27.3
"DZA",2002,25.7
"DZA",2003,23.7
"DZA",2004,17.7
"DZA",2005,15.3
"DZA",2006,12.5
"DZA",2007,13.8
"DZA",2008,11.3
"DZA",2009,10.2
"DZA",2010,10
"DZA",2011,10
"DZA",2012,11
"DZA",2013,9.8
"DZA",2014,10.6
"DZA",2015,11.2
"DZA",2016,10.5
"DZA",2017,11.7
"DZA",2018,11.7
"DZA",2019,11.4
"ARG",1980,3
"ARG",1981,5
"ARG",1982,4.5
"ARG",1983,5
"ARG",1984,5
"ARG",1985,6.2
"ARG",1986,6.3
"ARG",1987,6
"ARG",1988,6.5
"ARG",1989,8
"ARG",1990,7.6
"ARG",1991,6.5
"ARG",1992,7.1
"ARG",1993,11.6
"ARG",1994,13.3
"ARG",1995,18.9
"ARG",1996,18.8
"ARG",1997,16.8
"ARG",1998,14.8
"ARG",1999,16.1
"ARG",2000,17.1
"ARG",2001,19.2
"ARG",2002,22.5
"ARG",2003,17.3
"ARG",2004,13.6
"ARG",2005,11.6
"ARG",2006,10.2
"ARG",2007,8.5
"ARG",2008,7.9
"ARG",2009,8.7
"ARG",2010,7.8
"ARG",2011,7.2
"ARG",2012,7.2
"ARG",2013,7.1
"ARG",2014,7.3
"ARG",2015,6.5
"ARG",2016,8.5
"ARG",2017,8.4
"ARG",2018,9.2
"ARG",2019,9.8
"ARG",2020,11.6
"ARG",2021,8.8
"ARG",2022,6.8
"ARG",2023,6.1
"ARG",2024,8.2
"ARG",2025,7.6
"ARG",2026,7.2
"ARG",2027,7
"ARG",2028,7
"ARG",2029,7
"ARM",2001,38.4
"ARM",2002,35.3
"ARM",2003,31.2
"ARM",2004,31.6
"ARM",2005,31.2
"ARM",2006,27.8
"ARM",2007,28.7
"ARM",2008,16.4
"ARM",2009,18.7
"ARM",2010,19
"ARM",2011,18.4
"ARM",2012,17.3
"ARM",2013,16.2
"ARM",2014,17.6
"ARM",2015,18.5
"ARM",2016,18
"ARM",2017,17.8
"ARM",2018,19
"ARM",2019,18.3
"ARM",2020,18.2
"ARM",2021,15.5
"ARM",2022,13.5
"ARM",2023,12.6
"ARM",2024,13
"ARM",2025,13.5
"ARM",2026,14
"ARM",2027,14
"ARM",2028,14
"ARM",2029,14
"ABW",1991,6.1
"ABW",1992,6.4
"ABW",1993,6
"ABW",1994,5.1
"ABW",1995,6
"ABW",1996,7.2
"ABW",1997,6.2
"ABW",1998,3.3
"ABW",1999,4.8
"ABW",2000,6.9
"ABW",2001,6.5
"ABW",2002,8.1
"ABW",2003,11.4
"ABW",2004,9.5
"ABW",2005,8.8
"ABW",2006,9.3
"ABW",2007,5.7
"ABW",2008,6.9
"ABW",2009,10.3
"ABW",2010,10.6
"ABW",2011,8.9
"ABW",2012,9.6
"ABW",2013,7.6
"ABW",2014,7.5
"ABW",2015,7.3
"ABW",2016,7.7
"ABW",2017,8.9
"ABW",2018,7.3
"ABW",2019,5.2
"ABW",2020,8.6
"ABW",2021,8.8
"ABW",2022,6.6
"ABW",2023,4
"ABW",2024,3.9
"ABW",2025,5
"ABW",2026,6.1
"ABW",2027,6.1
"ABW",2028,6.1
"ABW",2029,6.1
"AUS",1980,6.1
"AUS",1981,5.8
"AUS",1982,7.2
"AUS",1983,10
"AUS",1984,9
"AUS",1985,8.3
"AUS",1986,8.1
"AUS",1987,8.1
"AUS",1988,7.2
"AUS",1989,6.1
"AUS",1990,6.9
"AUS",1991,9.6
"AUS",1992,10.7
"AUS",1993,10.9
"AUS",1994,9.7
"AUS",1995,8.5
"AUS",1996,8.5
"AUS",1997,8.4
"AUS",1998,7.7
"AUS",1999,6.9
"AUS",2000,6.3
"AUS",2001,6.8
"AUS",2002,6.4
"AUS",2003,5.9
"AUS",2004,5.4
"AUS",2005,5
"AUS",2006,4.8
"AUS",2007,4.4
"AUS",2008,4.3
"AUS",2009,5.6
"AUS",2010,5.2
"AUS",2011,5.1
"AUS",2012,5.2
"AUS",2013,5.7
"AUS",2014,6.1
"AUS",2015,6.1
"AUS",2016,5.7
"AUS",2017,5.6
"AUS",2018,5.3
"AUS",2019,5.2
"AUS",2020,6.5
"AUS",2021,5.1
"AUS",2022,3.7
"AUS",2023,3.7
"AUS",2024,4.1
"AUS",2025,4.4
"AUS",2026,4.5
"AUS",2027,4.5
"AUS",2028,4.5
"AUS",2029,4.5
"AUT",1980,1.6
"AUT",1981,2.2
"AUT",1982,3.1
"AUT",1983,3.7
"AUT",1984,3.8
"AUT",1985,3.6
"AUT",1986,3.1
"AUT",1987,3.8
"AUT",1988,2.7
"AUT",1989,2.3
"AUT",1990,2.7
"AUT",1991,3.2
"AUT",1992,3.3
"AUT",1993,4
"AUT",1994,3.9
"AUT",1995,4.2
"AUT",1996,4.7
"AUT",1997,4.8
"AUT",1998,4.7
"AUT",1999,4.1
"AUT",2000,3.9
"AUT",2001,4
"AUT",2002,4.4
"AUT",2003,4.8
"AUT",2004,5.9
"AUT",2005,6
"AUT",2006,5.6
"AUT",2007,5.2
"AUT",2008,4.4
"AUT",2009,5.7
"AUT",2010,5.2
"AUT",2011,4.9
"AUT",2012,5.2
"AUT",2013,5.4
"AUT",2014,6
"AUT",2015,6.2
"AUT",2016,6.5
"AUT",2017,5.9
"AUT",2018,5.2
"AUT",2019,4.8
"AUT",2020,5.5
"AUT",2021,6.2
"AUT",2022,4.7
"AUT",2023,5.1
"AUT",2024,5.6
"AUT",2025,5.6
"AUT",2026,5.3
"AUT",2027,5
"AUT",2028,4.9
"AUT",2029,4.9
"AZE",2000,11.8
"AZE",2001,10.9
"AZE",2002,10
"AZE",2003,9.2
"AZE",2004,8
"AZE",2005,7.3
"AZE",2006,6.6
"AZE",2007,6.3
"AZE",2008,5.9
"AZE",2009,5.7
"AZE",2010,5.6
"AZE",2011,5.4
"AZE",2012,5.2
"AZE",2013,5
"AZE",2014,4.9
"AZE",2015,5
"AZE",2016,5
"AZE",2017,5
"AZE",2018,4.9
"AZE",2019,5
"AZE",2020,7.2
"AZE",2021,6
"AZE",2022,5.6
"AZE",2023,5.5
"AZE",2024,5.4
"AZE",2025,5.3
"AZE",2026,5.3
"AZE",2027,5.2
"AZE",2028,5.2
"AZE",2029,5.1
"BHS",1986,12.2
"BHS",1987,11.5
"BHS",1988,11
"BHS",1989,11.7
"BHS",1990,12
"BHS",1991,12.3
"BHS",1992,14.8
"BHS",1993,13.1
"BHS",1994,13.3
"BHS",1995,10.9
"BHS",1996,11.5
"BHS",1997,9.8
"BHS",1998,7.7
"BHS",1999,7.8
"BHS",2000,7
"BHS",2001,6.9
"BHS",2002,9.1
"BHS",2003,10.8
"BHS",2004,10.2
"BHS",2005,10.2
"BHS",2006,7.6
"BHS",2007,7.9
"BHS",2008,8.7
"BHS",2009,14.2
"BHS",2010,15.1
"BHS",2011,15.9
"BHS",2012,14.4
"BHS",2013,15.8
"BHS",2014,14.6
"BHS",2015,13.4
"BHS",2016,12.2
"BHS",2017,10.1
"BHS",2018,10.4
"BHS",2019,10.1
"BHS",2020,26.2
"BHS",2021,17.6
"BHS",2022,10.8
"BHS",2023,10.2
"BHS",2024,10
"BHS",2025,9.8
"BHS",2026,9.7
"BHS",2027,9.6
"BHS",2028,9.5
"BHS",2029,9.5
"BHR",2007,5.6
"BHR",2008,3.7
"BHR",2009,4
"BHR",2010,3.6
"BHR",2011,4
"BHR",2012,3.7
"BHR",2013,4.3
"BHR",2014,3.8
"BHR",2015,3.5
"BHR",2016,4.3
"BHR",2017,4.1
"BHR",2018,4.3
"BHR",2019,4.7
"BHR",2020,5.9
"BHR",2021,6.8
"BHR",2022,5.4
"BHR",2023,6.3
"BRB",1981,10.8
"BRB",1982,13.6
"BRB",1983,14.9
"BRB",1984,17
"BRB",1985,18.6
"BRB",1986,17.7
"BRB",1987,17.9
"BRB",1988,17.1
"BRB",1989,15.2
"BRB",1990,14.9
"BRB",1991,17.2
"BRB",1992,22.9
"BRB",1993,24.4
"BRB",1994,21.8
"BRB",1995,19.6
"BRB",1996,15.8
"BRB",1997,14.6
"BRB",1998,12.2
"BRB",1999,10.4
"BRB",2000,9.4
"BRB",2001,9.9
"BRB",2002,10.3
"BRB",2003,11
"BRB",2004,9.6
"BRB",2005,9.1
"BRB",2006,8.7
"BRB",2007,7.4
"BRB",2008,8.1
"BRB",2009,10
"BRB",2010,10.3
"BRB",2011,11.2
"BRB",2012,11.5
"BRB",2013,11.6
"BRB",2014,12.3
"BRB",2015,11.3
"BRB",2016,9.7
"BRB",2017,10
"BRB",2018,10.1
"BRB",2019,10.1
"BRB",2020,15.7
"BRB",2021,14.1
"BRB",2022,8.2
"BRB",2023,8.2
"BRB",2024,7.9
"BRB",2025,7.9
"BRB",2026,7.7
"BRB",2027,7.7
"BRB",2028,7.7
"BRB",2029,7.7
"BLR",1993,6.3
"BLR",1994,6.9
"BLR",1995,7.7
"BLR",1996,8.8
"BLR",1997,7.6
"BLR",1998,7.2
"BLR",1999,6.9
"BLR",2000,7
"BLR",2001,7.1
"BLR",2002,7.5
"BLR",2003,7.9
"BLR",2004,7.3
"BLR",2005,6.6
"BLR",2006,6.3
"BLR",2007,6
"BLR",2008,5.8
"BLR",2009,5.8
"BLR",2010,5.7
"BLR",2011,5.6
"BLR",2012,5.5
"BLR",2013,5.4
"BLR",2014,5.4
"BLR",2015,5.8
"BLR",2016,5.9
"BLR",2017,5.7
"BLR",2018,4.8
"BLR",2019,4.2
"BLR",2020,4.1
"BLR",2021,3.9
"BLR",2022,3.6
"BLR",2023,3.5
"BLR",2024,3
"BLR",2025,2.9
"BLR",2026,2.9
"BLR",2027,2.9
"BLR",2028,2.9
"BLR",2029,2.9
"BEL",1980,8.3
"BEL",1981,10
"BEL",1982,11.5
"BEL",1983,10.7
"BEL",1984,10.8
"BEL",1985,10.1
"BEL",1986,10.1
"BEL",1987,9.8
"BEL",1988,8.8
"BEL",1989,7.4
"BEL",1990,6.6
"BEL",1991,6.5
"BEL",1992,7.1
"BEL",1993,8.6
"BEL",1994,9.8
"BEL",1995,9.7
"BEL",1996,9.6
"BEL",1997,9.2
"BEL",1998,9.3
"BEL",1999,8.4
"BEL",2000,6.9
"BEL",2001,6.6
"BEL",2002,7.5
"BEL",2003,8.2
"BEL",2004,8.4
"BEL",2005,8.5
"BEL",2006,8.3
"BEL",2007,7.5
"BEL",2008,7
"BEL",2009,8
"BEL",2010,8.4
"BEL",2011,7.2
"BEL",2012,7.6
"BEL",2013,8.6
"BEL",2014,8.7
"BEL",2015,8.7
"BEL",2016,7.8
"BEL",2017,7.1
"BEL",2018,6
"BEL",2019,5.4
"BEL",2020,5.6
"BEL",2021,6.3
"BEL",2022,5.6
"BEL",2023,5.5
"BEL",2024,5.7
"BEL",2025,5.7
"BEL",2026,5.6
"BEL",2027,5.5
"BEL",2028,5.7
"BEL",2029,5.7
"BLZ",1990,15
"BLZ",1991,14
"BLZ",1992,12
"BLZ",1993,10
"BLZ",1994,9
"BLZ",1995,12.5
"BLZ",1996,13.8
"BLZ",1997,12.7
"BLZ",1998,14.3
"BLZ",1999,12.8
"BLZ",2000,11.4
"BLZ",2001,11.4
"BLZ",2002,10
"BLZ",2003,12.9
"BLZ",2004,11.6
"BLZ",2005,11
"BLZ",2006,9.4
"BLZ",2007,10.3
"BLZ",2008,8.2
"BLZ",2009,12.8
"BLZ",2010,18.5
"BLZ",2011,16.7
"BLZ",2012,15.3
"BLZ",2013,12.9
"BLZ",2014,11.6
"BLZ",2015,10.1
"BLZ",2016,9.5
"BLZ",2017,9.3
"BLZ",2018,9.4
"BLZ",2019,9
"BLZ",2020,13.7
"BLZ",2021,10.2
"BLZ",2022,6.1
"BLZ",2023,3.4
"BLZ",2024,3.4
"BLZ",2025,3.4
"BLZ",2026,3.4
"BLZ",2027,3.4
"BLZ",2028,3.4
"BLZ",2029,3.4
"BTN",2003,1.8
"BTN",2004,2.5
"BTN",2005,3.1
"BTN",2006,3.2
"BTN",2007,3.7
"BTN",2008,3.9
"BTN",2009,4
"BTN",2010,3.3
"BTN",2011,3.1
"BTN",2012,2.1
"BTN",2013,2.9
"BTN",2014,2.6
"BTN",2015,2.5
"BTN",2016,2.1
"BTN",2017,3.1
"BTN",2018,3.4
"BTN",2019,2.7
"BTN",2020,5
"BTN",2021,4.8
"BTN",2022,5.9
"BTN",2023,3.5
"BOL",2000,7.5
"BOL",2001,8.5
"BOL",2002,8.7
"BOL",2003,8.7
"BOL",2004,8.4
"BOL",2005,8.1
"BOL",2006,8
"BOL",2007,7.7
"BOL",2008,4.4
"BOL",2009,4.9
"BOL",2010,4.4
"BOL",2011,3.8
"BOL",2012,3.2
"BOL",2013,4
"BOL",2014,4
"BOL",2015,4.6
"BOL",2016,4.7
"BOL",2017,5.1
"BOL",2018,4.9
"BOL",2019,5
"BOL",2020,8.3
"BOL",2021,6.9
"BOL",2022,4.7
"BOL",2023,4.9
"BOL",2024,5
"BOL",2025,5.1
"BOL",2026,5.1
"BOL",2027,5.2
"BOL",2028,5.2
"BOL",2029,5.2
"BIH",1995,70
"BIH",1996,50
"BIH",1997,32.3
"BIH",1998,29.3
"BIH",1999,31.1
"BIH",2000,31.1
"BIH",2001,31.1
"BIH",2002,31.1
"BIH",2003,31.1
"BIH",2004,31.1
"BIH",2005,31.1
"BIH",2006,31.1
"BIH",2007,29
"BIH",2008,23.4
"BIH",2009,24.1
"BIH",2010,27.2
"BIH",2011,27.6
"BIH",2012,28
"BIH",2013,27.5
"BIH",2014,27.5
"BIH",2015,27.7
"BIH",2016,25.4
"BIH",2017,20.5
"BIH",2018,18.4
"BIH",2019,15.7
"BIH",2020,15.9
"BIH",2021,17.4
"BIH",2022,15.4
"BIH",2023,13.2
"BIH",2024,13.2
"BIH",2025,13.2
"BIH",2026,13.2
"BIH",2027,13.2
"BIH",2028,13.2
"BIH",2029,13.2
"BRA",1991,6.4
"BRA",1992,6.4
"BRA",1993,6
"BRA",1994,6.5
"BRA",1995,7.1
"BRA",1996,8
"BRA",1997,9
"BRA",1998,10.1
"BRA",1999,11.1
"BRA",2000,10.5
"BRA",2001,10.6
"BRA",2002,10.6
"BRA",2003,11.2
"BRA",2004,10.1
"BRA",2005,10.6
"BRA",2006,9.7
"BRA",2007,9.3
"BRA",2008,8.3
"BRA",2009,9.4
"BRA",2010,8
"BRA",2011,7.6
"BRA",2012,6.9
"BRA",2013,7.2
"BRA",2014,6.9
"BRA",2015,8.6
"BRA",2016,11.7
"BRA",2017,12.9
"BRA",2018,12.4
"BRA",2019,12
"BRA",2020,13.8
"BRA",2021,13.2
"BRA",2022,9.3
"BRA",2023,8
"BRA",2024,7.2
"BRA",2025,7.2
"BRA",2026,7.3
"BRA",2027,7.4
"BRA",2028,7.5
"BRA",2029,7.5
"BRN",2011,9.3
"BRN",2012,8.5
"BRN",2013,7.7
"BRN",2014,6.9
"BRN",2015,7.7
"BRN",2016,8.5
"BRN",2017,9.3
"BRN",2018,8.7
"BRN",2019,6.8
"BRN",2020,7.3
"BRN",2021,5
"BRN",2022,5.2
"BRN",2023,5.3
"BRN",2024,4.9
"BRN",2025,4.9
"BRN",2026,4.9
"BRN",2027,4.9
"BRN",2028,4.9
"BRN",2029,4.9
"BGR",1989,0
"BGR",1990,2.9
"BGR",1991,6.8
"BGR",1992,13.2
"BGR",1993,15.8
"BGR",1994,14.1
"BGR",1995,11.4
"BGR",1996,11
"BGR",1997,14
"BGR",1998,12.4
"BGR",1999,13.8
"BGR",2000,18.1
"BGR",2001,17.5
"BGR",2002,17.4
"BGR",2003,13.9
"BGR",2004,12.2
"BGR",2005,10.2
"BGR",2006,9
"BGR",2007,6.9
"BGR",2008,5.7
"BGR",2009,6.9
"BGR",2010,10.3
"BGR",2011,11.3
"BGR",2012,12.4
"BGR",2013,13
"BGR",2014,11.5
"BGR",2015,9.2
"BGR",2016,7.7
"BGR",2017,6.2
"BGR",2018,5.3
"BGR",2019,4.3
"BGR",2020,5.2
"BGR",2021,5.2
"BGR",2022,4.2
"BGR",2023,4.4
"BGR",2024,4.3
"BGR",2025,4.2
"BGR",2026,4.1
"BGR",2027,4
"BGR",2028,4
"BGR",2029,4
"CAN",1980,7.5
"CAN",1981,7.6
"CAN",1982,11.1
"CAN",1983,12
"CAN",1984,11.4
"CAN",1985,10.5
"CAN",1986,9.6
"CAN",1987,8.8
"CAN",1988,7.8
"CAN",1989,7.5
"CAN",1990,8.2
"CAN",1991,10.3
"CAN",1992,11.2
"CAN",1993,11.4
"CAN",1994,10.4
"CAN",1995,9.5
"CAN",1996,9.6
"CAN",1997,9.1
"CAN",1998,8.3
"CAN",1999,7.6
"CAN",2000,6.8
"CAN",2001,7.2
"CAN",2002,7.7
"CAN",2003,7.6
"CAN",2004,7.2
"CAN",2005,6.8
"CAN",2006,6.5
"CAN",2007,6.2
"CAN",2008,6.3
"CAN",2009,8.5
"CAN",2010,8.1
"CAN",2011,7.6
"CAN",2012,7.4
"CAN",2013,7.2
"CAN",2014,7
"CAN",2015,7
"CAN",2016,7
"CAN",2017,6.4
"CAN",2018,5.9
"CAN",2019,5.7
"CAN",2020,9.7
"CAN",2021,7.5
"CAN",2022,5.3
"CAN",2023,5.4
"CAN",2024,6.2
"CAN",2025,6.2
"CAN",2026,6
"CAN",2027,6
"CAN",2028,6
"CAN",2029,6
"CPV",1980,21.5
"CPV",1981,21.9
"CPV",1982,22.2
"CPV",1983,22.6
"CPV",1984,23
"CPV",1985,23.4
"CPV",1986,23.8
"CPV",1987,24.2
"CPV",1988,24.6
"CPV",1989,25
"CPV",1990,25.4
"CPV",1991,25.8
"CPV",1992,26
"CPV",1993,26
"CPV",1994,26
"CPV",1995,26
"CPV",1996,25
"CPV",1997,25
"CPV",1998,24
"CPV",1999,22
"CPV",2000,20
"CPV",2001,21
"CPV",2002,20.5
"CPV",2003,20
"CPV",2004,19.5
"CPV",2005,21.4
"CPV",2006,13.5
"CPV",2007,15.2
"CPV",2008,13
"CPV",2009,13
"CPV",2010,10.7
"CPV",2011,12.2
"CPV",2012,16.8
"CPV",2013,16.4
"CPV",2014,15.8
"CPV",2015,12.4
"CPV",2016,15
"CPV",2017,12.2
"CPV",2018,12.2
"CPV",2019,8.5
"CPV",2020,8.5
"CPV",2021,8.5
"CPV",2022,8.5
"CPV",2023,8.5
"CPV",2024,8.5
"CPV",2025,8.5
"CPV",2026,8.5
"CPV",2027,8.5
"CPV",2028,8.5
"CPV",2029,8.5
"CHL",1980,11.5
"CHL",1981,10.3
"CHL",1982,19.8
"CHL",1983,21
"CHL",1984,17.5
"CHL",1985,15
"CHL",1986,12.3
"CHL",1987,11
"CHL",1988,9.9
"CHL",1989,8
"CHL",1990,7.8
"CHL",1991,8.2
"CHL",1992,6.7
"CHL",1993,6.5
"CHL",1994,7.8
"CHL",1995,7.4
"CHL",1996,6.5
"CHL",1997,6.1
"CHL",1998,6.2
"CHL",1999,10
"CHL",2000,9.7
"CHL",2001,9.9
"CHL",2002,9.8
"CHL",2003,9.5
"CHL",2004,10
"CHL",2005,9.3
"CHL",2006,8
"CHL",2007,7
"CHL",2008,7.8
"CHL",2009,11.1
"CHL",2010,8.3
"CHL",2011,7.3
"CHL",2012,6.6
"CHL",2013,6.1
"CHL",2014,6.5
"CHL",2015,6.3
"CHL",2016,6.7
"CHL",2017,7
"CHL",2018,7.4
"CHL",2019,7.2
"CHL",2020,10.8
"CHL",2021,8.9
"CHL",2022,7.9
"CHL",2023,8.7
"CHL",2024,8.5
"CHL",2025,8
"CHL",2026,7.8
"CHL",2027,7.7
"CHL",2028,7.5
"CHL",2029,7.5
"CHN",2017,5
"CHN",2018,4.9
"CHN",2019,5.2
"CHN",2020,5.6
"CHN",2021,5.1
"CHN",2022,5.6
"CHN",2023,5.2
"CHN",2024,5.1
"CHN",2025,5.1
"CHN",2026,5.1
"CHN",2027,5.1
"CHN",2028,5.1
"CHN",2029,5.1
"COL",1980,5.4
"COL",1981,6.6
"COL",1982,7.1
"COL",1983,8.7
"COL",1984,9
"COL",1985,8.7
"COL",1986,7.7
"COL",1987,7.4
"COL",1988,6.5
"COL",1989,6.8
"COL",1990,6.6
"COL",1991,6.4
"COL",1992,5.9
"COL",1993,5
"COL",1994,4.9
"COL",1995,5.6
"COL",1996,7.8
"COL",1997,7.9
"COL",1998,9.7
"COL",1999,13.1
"COL",2000,13.3
"COL",2001,15
"COL",2002,15.6
"COL",2003,14.1
"COL",2004,13.7
"COL",2005,11.8
"COL",2006,12
"COL",2007,11.2
"COL",2008,11.3
"COL",2009,12.2
"COL",2010,12
"COL",2011,11.1
"COL",2012,10.6
"COL",2013,9.9
"COL",2014,9.4
"COL",2015,9.2
"COL",2016,9.6
"COL",2017,9.7
"COL",2018,9.9
"COL",2019,10.9
"COL",2020,16.7
"COL",2021,13.8
"COL",2022,11.2
"COL",2023,10.2
"COL",2024,10.2
"COL",2025,10
"COL",2026,9.8
"COL",2027,9.6
"COL",2028,9.5
"COL",2029,9.4
"IRN",1990,14.2
"IRN",1991,10
"IRN",1992,10
"IRN",1993,10
"IRN",1994,10
"IRN",1995,10
"IRN",1996,9.1
"IRN",1997,11.9
"IRN",1998,13.6
"IRN",1999,15.8
"IRN",2000,16
"IRN",2001,16.6
"IRN",2002,12.2
"IRN",2003,11.3
"IRN",2004,12.3
"IRN",2005,11.5
"IRN",2006,11.3
"IRN",2007,10.5
"IRN",2008,10.4
"IRN",2009,11.9
"IRN",2010,13.5
"IRN",2011,12.3
"IRN",2012,12.1
"IRN",2013,10.4
"IRN",2014,10.6
"IRN",2015,11
"IRN",2016,12.4
"IRN",2017,12.1
"IRN",2018,12.1
"IRN",2019,10.7
"IRN",2020,9.6
"IRN",2021,9.2
"IRN",2022,9
"IRN",2023,8.1
"IRN",2024,8
"IRN",2025,8.4
"IRN",2026,8.8
"IRN",2027,9
"IRN",2028,9
"IRN",2029,9
"CRI",1980,5.9
"CRI",1981,8.8
"CRI",1982,9.4
"CRI",1983,9.2
"CRI",1984,5.4
"CRI",1985,6.8
"CRI",1986,6.2
"CRI",1987,5.6
"CRI",1988,5.5
"CRI",1989,3.8
"CRI",1990,4.6
"CRI",1991,5.5
"CRI",1992,4.1
"CRI",1993,4.1
"CRI",1994,4.2
"CRI",1995,5.2
"CRI",1996,6.2
"CRI",1997,5.7
"CRI",1998,5.6
"CRI",1999,6
"CRI",2000,5.2
"CRI",2001,6.1
"CRI",2002,6.4
"CRI",2003,6.7
"CRI",2004,6.5
"CRI",2005,6.6
"CRI",2006,6
"CRI",2007,4.6
"CRI",2008,4.9
"CRI",2009,7.8
"CRI",2010,9.2
"CRI",2011,10.5
"CRI",2012,9.8
"CRI",2013,8.3
"CRI",2014,9.7
"CRI",2015,9.6
"CRI",2016,9.5
"CRI",2017,9.3
"CRI",2018,12
"CRI",2019,12.4
"CRI",2020,20
"CRI",2021,13.7
"CRI",2022,11.7
"CRI",2023,7.3
"CRI",2024,8.3
"CRI",2025,8.7
"CRI",2026,9
"CRI",2027,9
"CRI",2028,9
"CRI",2029,9
"HRV",1991,13.2
"HRV",1992,15.3
"HRV",1993,14.8
"HRV",1994,14.5
"HRV",1995,14.5
"HRV",1996,10
"HRV",1997,9.9
"HRV",1998,11.6
"HRV",1999,18.6
"HRV",2000,20.6
"HRV",2001,21.5
"HRV",2002,21.8
"HRV",2003,19.1
"HRV",2004,17.8
"HRV",2005,17.6
"HRV",2006,16.5
"HRV",2007,14.7
"HRV",2008,13
"HRV",2009,14.5
"HRV",2010,17.2
"HRV",2011,17.4
"HRV",2012,18.6
"HRV",2013,19.8
"HRV",2014,19.3
"HRV",2015,17.1
"HRV",2016,15
"HRV",2017,12.4
"HRV",2018,9.9
"HRV",2019,7.8
"HRV",2020,9
"HRV",2021,8.1
"HRV",2022,6.8
"HRV",2023,6.2
"HRV",2024,5.6
"HRV",2025,5.5
"HRV",2026,5.5
"HRV",2027,5.5
"HRV",2028,5.5
"HRV",2029,5.5
"CYP",1982,2.8
"CYP",1983,3.3
"CYP",1984,3.3
"CYP",1985,3.3
"CYP",1986,3.7
"CYP",1987,3.4
"CYP",1988,2.8
"CYP",1989,2.3
"CYP",1990,1.8
"CYP",1991,3
"CYP",1992,1.8
"CYP",1993,2.7
"CYP",1994,2.7
"CYP",1995,2.6
"CYP",1996,3.1
"CYP",1997,3.4
"CYP",1998,3.4
"CYP",1999,3.6
"CYP",2000,4.8
"CYP",2001,3.9
"CYP",2002,3.5
"CYP",2003,4.1
"CYP",2004,4.6
"CYP",2005,5.3
"CYP",2006,4.6
"CYP",2007,3.9
"CYP",2008,3.7
"CYP",2009,5.3
"CYP",2010,6.3
"CYP",2011,7.9
"CYP",2012,11.8
"CYP",2013,15.9
"CYP",2014,16.1
"CYP",2015,14.9
"CYP",2016,13
"CYP",2017,11.1
"CYP",2018,8.4
"CYP",2019,7.1
"CYP",2020,7.6
"CYP",2021,7.5
"CYP",2022,6.8
"CYP",2023,6.1
"CYP",2024,5.3
"CYP",2025,5.1
"CYP",2026,5
"CYP",2027,5
"CYP",2028,5
"CYP",2029,5
"CZE",1995,4
"CZE",1996,3.9
"CZE",1997,4.8
"CZE",1998,6.5
"CZE",1999,8.7
"CZE",2000,8.8
"CZE",2001,8.1
"CZE",2002,7.3
"CZE",2003,7.8
"CZE",2004,8.3
"CZE",2005,7.9
"CZE",2006,7.1
"CZE",2007,5.3
"CZE",2008,4.4
"CZE",2009,6.7
"CZE",2010,7.3
"CZE",2011,6.7
"CZE",2012,7
"CZE",2013,6.9
"CZE",2014,6.1
"CZE",2015,5
"CZE",2016,3.9
"CZE",2017,2.9
"CZE",2018,2.2
"CZE",2019,2
"CZE",2020,2.5
"CZE",2021,2.7
"CZE",2022,2.2
"CZE",2023,2.6
"CZE",2024,2.8
"CZE",2025,2.5
"CZE",2026,2.4
"CZE",2027,2.4
"CZE",2028,2.4
"CZE",2029,2.4
"DNK",1980,5.3
"DNK",1981,7.1
"DNK",1982,7.6
"DNK",1983,8.4
"DNK",1984,7.9
"DNK",1985,6.6
"DNK",1986,5
"DNK",1987,5
"DNK",1988,5.7
"DNK",1989,6.8
